project,year,code_klloc_sum,effective_klloc_sum,code_klloc_median,effective_klloc_median,code_klloc_mean,effective_klloc_mean,issues_created,issues_fixed
jspwiki,2016,2148.1000000000004,2148.1000000000004,41.322,41.322,41.30961538461539,41.30961538461539,19,13
jspwiki,2017,3820.0860000000002,3820.0860000000002,41.307,41.307,41.522673913043484,41.522673913043484,18,12
knox,2013,4874.709,5262.919,18.349,19.745,16.63723208191126,17.962180887372014,102,54
knox,2014,4768.257,5022.437,25.557,26.941,25.914440217391302,27.295853260869563,139,82
knox,2015,4273.043000000001,4498.131000000001,32.017,33.875,31.652170370370374,33.3194888888889,92,59
knox,2016,6852.6320000000005,7237.38,35.7945,37.8245,35.69079166666667,37.6946875,132,80
knox,2017,6571.662,6899.975,40.36,42.379,40.31694478527608,42.331134969325156,174,65
kylin,2015,4096.587,4096.551,48.143,48.143,48.19514117647059,48.19471764705883,564,14
kylin,2016,115954.743,115954.743,83.654,83.654,83.84290889370934,83.84290889370934,581,197
kylin,2017,65719.428,65719.428,93.404,93.404,97.07448744460856,97.07448744460856,404,129
lens,2014,5829.719,5518.133,19.581,20.493,21.998939622641508,25.19695433789954,80,43
lens,2015,11065.523,11057.906,44.367,44.333,43.056509727626455,43.02687159533074,251,80
lens,2016,8939.309,8931.989,54.969,54.924,54.84238650306748,54.79747852760736,163,62
lens,2017,4693.097,4689.5869999999995,60.607,60.562,60.16791025641025,60.12291025641025,75,53
mahout,2009,21307.907,21307.439,27.379,27.379,34.42311308562197,34.42235702746365,30,22
mahout,2010,61360.240000000005,61004.257,70.921,70.587,71.0187962962963,70.60677893518518,124,93
mahout,2011,40772.132,40787.14200000001,75.96,75.96,76.78367608286251,76.81194350282487,139,103
mahout,2012,19894.421000000002,19928.374000000003,82.715,82.876,83.59000420168069,83.73266386554623,101,49
mahout,2013,34268.804000000004,34333.824,83.634,83.794,84.40592118226601,84.56606896551725,128,111
mahout,2014,18195.621,18231.606999999996,83.97,84.13,83.08502739726028,83.24934703196345,113,41
mahout,2015,6546.407000000003,6559.875000000002,82.783,82.952,82.8659113924051,83.03639240506331,39,12
mahout,2016,969.5239999999999,971.5519999999998,80.794,80.963,80.79366666666665,80.96266666666665,34,1
mahout,2017,7859.548999999998,7854.620999999999,81.006,80.968,81.02627835051544,80.97547422680411,60,17
manifoldcf,2011,55424.71000000001,27173.278,127.8485,90.404,127.12089449541286,89.38578289473683,107,89
manifoldcf,2012,47912.636999999995,35427.382,131.887,96.566,132.35535082872926,97.86569613259668,128,76
manifoldcf,2013,10857.202000000001,8400.37,167.97750000000002,129.9225,164.50306060606061,127.27833333333335,142,2
manifoldcf,2014,68483.32,56999.509,178.574,151.071,176.9594832041344,147.2855529715762,137,78
manifoldcf,2015,20544.237,17533.107000000004,183.449,156.89,183.4306875,156.54559821428575,81,38
manifoldcf,2017,39681.103,34080.592000000004,192.268,165.014,192.62671359223302,165.43976699029128,68,40
mina-sshd,2009,726.438,726.438,6.533,6.533,6.918457142857143,6.918457142857143,30,23
mina-sshd,2010,714.1700000000002,714.1700000000002,10.341999999999999,10.341999999999999,10.202428571428575,10.202428571428575,20,15
mina-sshd,2011,347.6649999999999,347.6649999999999,11.6345,11.6345,11.58883333333333,11.58883333333333,28,11
mina-sshd,2012,774.5040000000001,774.5040000000001,12.379,12.379,12.492000000000003,12.492000000000003,22,25
mina-sshd,2013,1621.8830000000003,1616.983,15.878,15.878,16.382656565656568,16.333161616161615,43,30
mina-sshd,2014,3623.942,3432.343,21.682,20.816499999999998,21.83097590361446,20.676765060240964,58,42
mina-sshd,2015,11312.512999999999,11272.41,37.388,37.388,35.686160883280756,35.55965299684542,67,47
mina-sshd,2016,13434.899,13434.899,53.733,53.733,53.52549402390438,53.52549402390438,41,24
mina-sshd,2017,7124.636,7124.636,60.866,60.866,60.89432478632479,60.89432478632479,27,21
nifi,2015,18978.796000000002,9082.708,148.128,150.793,138.53135766423358,151.37846666666667,512,30
nifi,2016,229923.468,229715.84,207.622,207.432,206.20938834080718,206.02317488789237,919,515
nifi,2017,243287.16600000003,243061.343,268.61,268.412,266.47006133625416,266.2227196056955,641,411
opennlp,2011,17158.016,0.0,29.229,,29.481127147766323,,90,62
opennlp,2012,8928.979000000001,0.0,34.157,,33.694260377358496,,49,27
opennlp,2013,2758.0009999999997,0.0,33.038,,34.04939506172839,,21,10
opennlp,2014,11539.109,1091.5290000000002,47.952,49.615,47.88012033195021,49.61495454545456,38,29
opennlp,2015,4447.820000000001,4447.820000000001,49.959,49.959,49.97550561797753,49.97550561797753,29,16
opennlp,2016,6891.540999999999,6890.817999999999,52.319,52.319,52.20864393939394,52.20316666666666,12,11
opennlp,2017,15977.226,15977.226,51.283,51.283,51.04545047923323,51.04545047923323,79,58
parquet-mr,2013,3329.5790000000006,3329.5790000000006,19.461,19.461,20.94074842767296,20.94074842767296,0,1
parquet-mr,2014,2431.8759999999997,2431.8759999999997,31.786,31.786,30.78324050632911,30.78324050632911,73,34
parquet-mr,2015,5807.798999999999,5807.456,36.179,36.179,36.07328571428571,36.07115527950311,151,78
parquet-mr,2016,3320.5690000000004,3301.477,41.849000000000004,41.591,41.507112500000005,41.2684625,153,46
parquet-mr,2017,988.8950000000001,983.2189999999999,43.1525,42.8945,44.94977272727273,44.69177272727273,182,9
pdfbox,2009,10130.502999999999,10130.502999999999,40.701,40.701,40.68475100401606,40.68475100401606,130,82
pdfbox,2010,20440.518,20368.757,61.058,61.058,56.62193351800554,56.57988055555556,234,110
pdfbox,2011,17502.844,17083.497000000003,82.862,76.268,76.09932173913045,74.27607391304349,197,94
pdfbox,2012,22613.832000000002,21639.102,90.003,89.959,91.55397570850204,87.60770040485829,215,97
pdfbox,2013,20999.072999999997,20999.072999999997,97.567,97.567,96.76992165898616,96.76992165898616,255,105
pdfbox,2014,152098.078,152098.078,101.368,101.368,101.46636290860575,101.46636290860575,574,371
pdfbox,2015,229116.364,229116.364,102.962,102.962,106.12152107457156,106.12152107457156,397,269
pdfbox,2016,91594.718,91594.718,117.489,117.489,117.42912564102564,117.42912564102564,339,180
pdfbox,2017,93331.29999999999,93331.29999999999,121.104,121.104,121.20948051948051,121.20948051948051,307,173
phoenix,2015,95050.594,64174.308000000005,173.312,117.947,171.88172513562387,116.0475732368897,571,268
phoenix,2016,122032.048,80569.633,215.281,142.983,211.1281107266436,139.3938287197232,669,325
phoenix,2017,119816.11299999998,78189.92,251.929,164.22750000000002,248.58114730290453,162.2197510373444,594,229
ranger,2015,46034.922000000006,45030.237,97.003,94.4135,94.33385655737706,92.27507581967214,424,172
ranger,2016,72376.088,72316.533,126.08250000000001,126.20750000000001,127.87294699646644,127.76772614840989,356,283
ranger,2017,76008.65100000001,76083.27600000001,127.12,127.245,127.31767336683419,127.44267336683419,458,351
roller,2006,42937.262,0.0,52.374,,52.42644932844933,,214,57
roller,2007,57419.623999999996,0.0,57.866,,60.69727695560253,,231,79
roller,2008,2930.328,0.0,54.180499999999995,,54.26533333333333,,93,18
roller,2009,1132.875,0.0,56.6345,,56.64375,,48,0
roller,2013,8787.112999999998,8558.797999999999,54.3455,53.974,54.91945624999998,53.492487499999996,16,9
roller,2014,11679.219000000001,11591.027999999998,49.307,48.938,48.86702510460251,48.498025104602505,26,18
roller,2015,956.557,949.177,47.829499999999996,47.460499999999996,47.82785,47.45885,27,9
santuario-java,2011,4772.523999999999,3839.135,29.714,23.829,29.643006211180122,23.845559006211182,22,11
santuario-java,2012,6697.141,6012.221,39.197,35.413,37.00077900552486,33.216690607734805,27,17
santuario-java,2013,4376.012000000001,3986.2599999999998,42.459,38.675,42.48555339805826,38.70155339805825,18,10
santuario-java,2014,5446.159,4958.022999999999,42.189,38.405,42.218286821705426,38.43428682170542,22,13
santuario-java,2015,4122.999000000001,3763.5190000000002,43.469,39.685,43.399989473684215,39.615989473684216,18,10
santuario-java,2016,2338.5999999999995,2194.9040000000005,43.728,39.946,42.51999999999999,39.907345454545464,18,9
santuario-java,2017,2832.933000000001,2832.933000000001,39.941,39.941,40.47047142857144,40.47047142857144,12,4
storm,2015,1050.247,1050.247,74.403,74.403,70.01646666666667,70.01646666666667,312,3
storm,2016,6742.217,6736.129000000001,156.3195,156.3195,160.5289761904762,160.38402380952382,411,6
storm,2017,2961.52,2950.105,197.303,196.542,197.43466666666666,196.67366666666666,312,1
streams,2013,18.852000000000004,15.668,0.581,0.258,0.5544705882352943,0.4608235294117647,3,1
streams,2014,950.83,915.8279999999997,10.741,10.741,11.186235294117647,10.774447058823526,84,0
streams,2015,910.2939999999999,893.932,24.685,24.309,24.602540540540538,24.160324324324325,33,8
streams,2016,1881.2109999999998,1874.0629999999999,25.628,25.628,25.770013698630134,25.672095890410958,19,14
streams,2017,2312.284,2312.284,27.883,27.883,27.527190476190476,27.527190476190476,16,12
struts,2007,25772.515,16276.521,33.7,21.572,33.73365837696335,21.304346858638745,479,166
struts,2008,13724.022,7696.167000000001,36.548500000000004,19.639,36.89253225806452,20.68862096774194,356,129
struts,2009,14679.320999999998,14645.775,42.584,42.584,49.09471906354514,48.98252508361204,275,69
struts,2010,13284.75,13183.307,101.923,101.158,101.41030534351145,100.63593129770993,129,28
struts,2011,23264.380999999998,23197.731,103.484,103.201,103.39724888888888,103.10102666666667,115,71
struts,2012,24376.828999999998,23525.658,104.9555,104.6625,105.07253879310343,101.40369827586207,127,75
struts,2013,33001.618,32909.289000000004,106.358,106.076,106.11452733118972,105.8176495176849,178,85
struts,2014,2367.2029999999995,2359.4370000000004,107.82849999999999,107.47550000000001,107.60013636363634,107.24713636363639,112,0
struts,2015,3140.4840000000004,3129.407999999999,101.299,100.941,101.30593548387098,100.94864516129029,78,2
struts,2016,11266.909,11264.001000000002,104.3115,104.3315,104.32323148148147,104.29630555555558,90,17
struts,2017,13963.93,13966.59,104.795,104.815,104.99195488721804,105.01195488721805,89,22
systemml,2017,196216.899,196216.899,178.826,178.826,178.54130937215652,178.54130937215652,269,217
tez,2014,39695.369,39642.762,64.07,64.07,61.44793962848297,61.366504643962855,628,290
tez,2015,58989.869999999995,58705.587,80.279,80.044,80.69749658002735,80.30860054719562,635,372
tez,2016,22815.962,22656.873,93.385,92.444,93.12637551020408,92.47703265306123,291,102
tez,2017,11827.214,11709.944,103.351,102.332,102.84533913043478,101.8256,214,71
tika,2008,877.2439999999999,877.2439999999999,4.455,4.455,5.381865030674846,5.381865030674846,13,8
tika,2009,3107.108,3097.1980000000003,10.27,10.27,9.531006134969326,9.50060736196319,69,51
tika,2010,5097.103,5097.103,14.907,14.907,14.731511560693642,14.731511560693642,103,56
tika,2011,11183.816,10997.871,25.247,24.771,23.948214132762313,23.550044967880083,142,92
tika,2012,9607.534000000001,9513.564000000002,30.372,29.776,30.40358860759494,30.106215189873424,127,63
tika,2013,4526.782999999999,4520.266,34.156,34.107,34.03596240601503,33.98696240601503,103,41
tika,2014,15132.209000000003,15112.413,37.298,37.249,37.455962871287134,37.40696287128713,141,67
tika,2015,22621.842000000004,22598.273,48.749,48.7,47.030856548856555,46.98185654885655,154,74
tika,2016,2868.7260000000006,2866.080000000001,52.982,52.933,53.12455555555557,53.075555555555574,224,7
tika,2017,2430.014,2428.348,71.68,71.631,71.471,71.422,150,2
wss4j,2005,3786.8250000000003,0.0,20.931,,20.92168508287293,,17,5
wss4j,2006,3962.0739999999996,0.0,29.216,,28.099815602836877,,27,9
wss4j,2007,970.3670000000001,679.8960000000001,18.489,13.178,18.660903846153847,13.33129411764706,17,4
wss4j,2008,2164.63,1452.2140000000002,21.737,14.341,21.431980198019804,14.378356435643566,36,40
wss4j,2009,3023.9600000000005,1831.105,23.549,14.031500000000001,23.624687500000004,14.3055078125,26,23
wss4j,2010,1540.299,1021.963,24.207,14.113,21.393041666666665,14.193930555555555,23,21
wss4j,2011,4707.043,4707.043,17.771,17.771,18.10401153846154,18.10401153846154,38,27
wss4j,2012,6438.548,6183.221,37.755,37.755,31.716985221674875,31.708825641025637,22,19
wss4j,2013,14773.729,14751.329,43.613,43.563,43.5803215339233,43.51424483775811,47,33
wss4j,2014,10740.351,10740.351,49.861999999999995,49.861999999999995,49.723847222222226,49.723847222222226,18,12
wss4j,2015,12919.319000000001,12919.319000000001,51.795,51.795,51.88481526104418,51.88481526104418,24,16
wss4j,2016,5657.459000000001,5657.459000000001,53.464,53.464,53.37225471698114,53.37225471698114,21,11
wss4j,2017,5958.745999999999,5958.731,55.291,55.291,55.17357407407407,55.173435185185184,10,11
zeppelin,2014,637.758,637.758,4.218500000000001,4.218500000000001,4.368205479452055,4.368205479452055,0,4
zeppelin,2015,9384.836,9352.724999999999,25.143,25.093,23.11535960591133,23.0362684729064,258,126
zeppelin,2016,43084.309,42391.206,47.7315,46.9585,44.69326659751037,43.97428008298755,642,324
zeppelin,2017,41961.259999999995,41194.968,63.023,61.866,62.72236173393123,61.57693273542601,668,261
